loan_id,customer_id,loan_amount,interest_rate,tenure_months,loan_status,disbursement_date
13095,10000,829588,12.3,36,Closed,2024-12-07
13096,10000,307385,22.2,48,Default,2025-03-27
13097,10000,400534,9.38,48,Default,2024-10-02
13098,10000,537913,11.64,24,Default,2025-12-30
13099,10000,896637,14.81,48,Closed,2025-02-16
13100,10000,415528,23.43,48,Acive,2025-01-20
13101,10000,304952,21.31,6,Acive,2025-01-23
13102,10000,756504,20.32,24,Default,2024-07-07
13103,10000,411248,11.94,12,Acive,2024-12-11
13104,10000,395914,16.9,24,Default,2024-07-09
13105,10000,227114,16.33,6,Default,2026-02-17
13106,10000,352785,23.23,12,Default,2024-09-06
13107,10000,902044,12.77,36,Acive,2025-09-12
13108,10000,78415,9.67,6,Closed,2025-06-28
13109,10000,633098,17.94,36,Acive,2025-03-03
13110,10000,273824,12.7,36,Default,2025-01-19
13111,10000,622743,17.17,24,Default,2024-09-22
13112,10000,916552,16.04,36,Default,2026-01-13
13113,10000,695481,13.98,6,Acive,2024-07-29
13114,10000,970745,16.19,36,Default,2024-12-27
13115,10000,82632,23.84,36,Acive,2024-06-19
13116,10000,901134,18.75,6,Closed,2025-09-03
13117,10000,194841,15.24,12,Default,2024-11-16
13118,10000,131801,17.25,24,Default,2025-02-17
13119,10000,522228,20.8,6,Default,2025-12-24
13120,10000,463784,15.98,48,Default,2025-08-26
13121,10000,80284,20.32,36,Acive,2025-04-20
13122,10000,533236,9.18,48,Acive,2025-03-13
13123,10000,169008,22.66,36,Acive,2025-02-17
13124,10000,979533,20.99,48,Closed,2025-10-27
13125,10000,427679,23.79,36,Default,2024-12-31
13126,10000,413961,16.85,36,Default,2024-10-30
13127,10000,213626,10.42,36,Closed,2026-03-20
13128,10000,599090,13.97,36,Default,2026-01-21
13129,10000,55908,10.8,48,Default,2025-07-20
13130,10000,475671,20.17,24,Default,2025-07-09
13131,10000,533253,17.86,12,Acive,2024-09-14
13132,10000,579682,14.92,24,Default,2024-12-14
13133,10000,433817,18.25,6,Acive,2025-04-21
13134,10000,115022,19.93,24,Default,2026-03-24
13135,10000,185708,13.76,12,Closed,2025-10-05
13136,10000,482683,22.94,12,Closed,2024-12-07
13137,10000,437411,11.63,48,Default,2024-12-27
13138,10000,198726,22.35,36,Default,2025-01-15
13139,10000,758568,12.59,48,Default,2024-12-07
13140,10000,889898,9.97,6,Default,2026-02-12
13141,10000,589286,18.11,12,Default,2026-04-22
13142,10000,908357,21.67,36,Default,2024-12-10
13143,10000,59339,8.33,48,Default,2024-12-01
13144,10000,180063,23.41,36,Closed,2026-04-27
13145,10000,609340,9.75,12,Default,2026-03-27
13146,10000,708808,16.32,24,Closed,2025-01-10
13147,10000,385900,13.54,24,Default,2024-07-04
13148,10000,61980,22.61,36,Closed,2024-12-26
13149,10000,586591,9.77,48,Closed,2025-05-07
13150,10000,575256,16.16,24,Default,2026-01-04
13151,10000,219588,13.14,24,Closed,2025-07-24
13152,10000,842798,17.48,6,Closed,2025-05-29
13153,10000,206896,15.57,48,Closed,2024-09-27
13154,10000,874725,15.85,36,Closed,2026-01-04
13155,10000,421473,14.79,24,Default,2025-02-22
13156,10000,157664,18.69,36,Closed,2026-03-17
13157,10000,499574,20.96,24,Acive,2024-12-18
13158,10000,811738,14.59,12,Acive,2025-10-17
13159,10000,397771,17.95,24,Acive,2024-12-31
13160,10000,935427,13.68,36,Default,2026-03-08
13161,10000,586326,17.47,48,Default,2024-09-13
13162,10000,986741,19.75,48,Acive,2025-07-14
13163,10000,613708,11.11,6,Default,2026-03-27
13164,10000,117801,11.2,12,Acive,2026-04-22
13165,10000,738483,18.05,12,Closed,2024-08-18
13166,10000,606097,12.08,6,Acive,2025-10-30
13167,10000,866685,18.64,36,Acive,2026-01-22
13168,10000,496424,20.94,12,Default,2025-01-25
13169,10000,790540,13.45,12,Acive,2025-10-10
13170,10000,591852,20.98,36,Default,2026-02-04
13171,10000,674902,11.74,12,Closed,2024-09-26
13172,10000,143762,8.41,36,Acive,2025-03-24
13173,10000,392888,16.44,36,Default,2024-06-28
13174,10000,247779,20.17,36,Default,2025-11-14
13175,10000,619693,16.75,12,Default,2026-03-27
13176,10000,850370,9.31,24,Closed,2025-09-23
13177,10000,556407,19.69,12,Acive,2026-04-02
13178,10000,200033,19.27,24,Default,2025-09-16
13179,10000,783114,14.68,12,Default,2026-04-08
13180,10000,673424,19.24,36,Closed,2025-10-23
13181,10000,81816,19.82,36,Default,2024-12-10
13182,10000,359372,12.95,36,Acive,2024-07-21
13183,10000,852975,11.04,6,Closed,2025-05-07
13184,10000,293827,23.64,36,Default,2025-10-16
13185,10000,989092,18.06,6,Acive,2025-01-27
13186,10000,292522,15.33,48,Default,2025-04-22
13187,10000,58800,10.82,48,Acive,2025-10-13
13188,10000,441798,10.87,12,Closed,2024-09-25
13189,10000,504867,9.16,12,Default,2025-05-02
13190,10000,250093,19.98,24,Acive,2025-11-09
13191,10000,624550,17.24,12,Default,2025-09-29
13192,10000,211916,8.3,48,Acive,2024-10-04
13193,10000,824876,19.59,48,Acive,2024-11-26
13194,10000,559251,12.93,36,Default,2025-06-14
13195,10000,986411,11.46,48,Closed,2024-09-14
13196,10000,125871,23.63,48,Closed,2024-08-19
13197,10000,474658,9.58,12,Acive,2024-12-14
13198,10000,736968,20.26,48,Closed,2024-07-29
13199,10000,683626,19.23,12,Default,2025-08-05
13200,10000,436030,23.74,12,Acive,2024-09-11
13201,10000,755490,11.16,36,Acive,2024-10-25
13202,10000,771271,11.25,12,Closed,2026-01-06
13203,10000,964445,10.58,12,Acive,2025-07-26
13204,10000,603669,17.09,36,Acive,2024-10-04
13205,10000,719407,19.41,12,Closed,2025-04-08
13206,10000,443833,8.3,24,Closed,2025-03-24
13207,10000,90209,11.3,48,Closed,2025-07-07
13208,10000,774564,16.82,6,Default,2024-12-14
13209,10000,162005,19.35,36,Acive,2024-08-03
13210,10000,871990,11.46,48,Closed,2024-11-13
13211,10000,280364,16.01,48,Default,2024-09-27
13212,10000,933337,20.32,48,Closed,2025-03-25
13213,10000,594982,11.02,6,Acive,2025-03-07
13214,10000,534137,20.88,12,Acive,2024-09-06
13215,10000,345922,18.33,6,Closed,2025-02-17
13216,10000,415476,13.39,12,Acive,2026-03-21
13217,10000,126374,9.87,36,Acive,2024-06-13
13218,10000,152881,18.15,36,Closed,2025-09-04
13219,10000,911252,13.28,36,Default,2025-08-25
13220,10000,466724,20.99,36,Closed,2025-08-20
13221,10000,134007,22.34,48,Acive,2025-11-19
13222,10000,504247,10.18,36,Acive,2024-12-30
13223,10000,371412,14.53,12,Closed,2024-05-19
13224,10000,340991,14.62,48,Closed,2024-11-23
13225,10000,886296,23.91,6,Acive,2025-05-15
13226,10000,932371,14.05,36,Acive,2025-04-14
13227,10000,719851,21.5,36,Default,2024-06-17
13228,10000,387740,9.19,36,Acive,2024-06-16
13229,10000,110043,16.55,12,Acive,2025-01-28
13230,10000,761370,18.75,24,Default,2025-05-15
13231,10000,271025,10.62,6,Closed,2025-01-05
13232,10000,852694,10.31,6,Default,2025-06-20
13233,10000,876221,22.24,48,Closed,2026-04-25
13234,10000,65232,13.71,24,Closed,2025-03-26
13235,10000,587403,18.8,24,Default,2025-03-04
13236,10000,63395,10.59,48,Closed,2024-09-06
13237,10000,698074,21.57,48,Default,2025-03-11
13238,10000,609510,23.31,24,Acive,2025-06-20
13239,10000,981148,15.81,12,Default,2024-12-04
13240,10000,119013,14.54,12,Default,2026-01-15
13241,10000,611702,8.38,12,Closed,2026-03-18
13242,10000,88211,18.74,36,Default,2024-09-12
13243,10000,523686,15.36,36,Default,2024-06-26
13244,10000,751617,12.04,12,Acive,2025-03-24
13245,10000,596171,21.19,12,Default,2026-01-20
13246,10000,800050,14.45,6,Closed,2024-11-16
13247,10000,958595,14.48,12,Closed,2024-07-10
13248,10000,280213,20.39,24,Default,2025-01-27
13249,10000,370274,23.13,48,Default,2025-09-28
13250,10000,541297,20.84,6,Closed,2026-03-08
13251,10000,924733,16.42,36,Acive,2025-02-14
13252,10000,377289,13.22,6,Closed,2025-10-18
13253,10000,247848,21.14,6,Default,2025-07-13
13254,10000,835024,9.07,24,Closed,2025-08-12
13255,10000,153785,8.7,12,Acive,2026-03-12
13256,10000,765835,15.6,48,Acive,2025-10-03
13257,10000,787127,19.82,24,Default,2024-09-23
13258,10000,879062,8.09,48,Closed,2026-03-19
13259,10000,582653,23.34,24,Closed,2024-08-10
13260,10000,432667,22.61,12,Acive,2024-10-13
13261,10000,995374,12.97,6,Default,2025-01-23
13262,10000,302571,23.59,36,Acive,2025-12-21
13263,10000,971051,9.03,48,Default,2025-05-05
13264,10000,775116,18.66,36,Acive,2025-02-12
13265,10000,200213,18.79,12,Acive,2025-03-21
13266,10000,437866,19.87,24,Closed,2025-04-12
13267,10000,476967,22.36,6,Closed,2024-11-27
13268,10000,329837,15.86,6,Default,2025-03-26
13269,10000,67471,12.79,24,Acive,2025-11-02
13270,10000,122929,13.08,24,Default,2024-06-19
13271,10000,887202,16.8,24,Closed,2026-02-12
13272,10000,240970,10.33,36,Closed,2025-09-25
13273,10000,938618,21.62,48,Default,2025-07-19
13274,10000,672680,13.57,24,Acive,2025-04-20
13275,10000,363211,16.25,24,Closed,2024-09-08
13276,10000,909313,16.11,12,Acive,2024-06-29
13277,10000,588481,18.52,12,Closed,2024-07-26
13278,10000,699118,20.28,12,Default,2026-04-20
13279,10000,572043,23.72,6,Closed,2025-06-17
13280,10000,806724,18.16,6,Acive,2025-12-26
13281,10000,246973,16.96,36,Closed,2025-10-03
13282,10000,432917,20.64,48,Acive,2024-12-23
13283,10000,772871,18.07,36,Closed,2026-01-01
13284,10000,304011,20.78,48,Closed,2025-08-10
13285,10000,279274,14.5,48,Default,2025-04-09
13286,10000,859821,9.09,36,Acive,2025-10-21
13287,10000,511068,22.02,12,Acive,2025-11-09
13288,10000,590024,13.63,6,Acive,2024-12-21
13289,10000,629767,21.97,36,Acive,2024-05-11
13290,10000,567334,12.97,36,Closed,2025-05-28
13291,10000,119793,8.96,6,Default,2026-03-23
13292,10000,359483,18.03,24,Acive,2025-02-15
13293,10000,981053,10.33,24,Default,2026-02-13
13294,10000,460206,15.93,12,Acive,2026-01-28
13295,10000,760447,17.96,12,Acive,2024-11-08
13296,10000,705059,8.8,12,Default,2026-01-14
13297,10000,778394,9.2,24,Closed,2025-08-04
13298,10000,79703,18.78,48,Acive,2025-09-28
13299,10000,507981,16.12,12,Closed,2024-12-24
13300,10000,509778,18.26,6,Acive,2025-04-12
13301,10000,729941,8.58,36,Acive,2025-07-20
13302,10000,937006,10.61,12,Acive,2026-02-06
13303,10000,293499,12.63,48,Acive,2025-10-10
13304,10000,575065,8.71,36,Default,2025-07-25
13305,10000,769086,9.08,36,Default,2024-06-18
13306,10000,63009,21.29,36,Acive,2024-06-19
13307,10000,374891,12.59,6,Acive,2025-12-26
13308,10000,928260,19.51,36,Acive,2025-05-27
13309,10000,135371,17.93,12,Closed,2025-05-04
13310,10000,551159,8.93,24,Closed,2025-09-12
13311,10000,80238,19.91,24,Default,2025-10-25
13312,10000,643146,21.41,12,Acive,2025-08-13
13313,10000,347137,17.79,48,Default,2025-12-20
13314,10000,815638,12.41,36,Default,2024-10-05
13315,10000,301495,21.1,36,Closed,2025-11-09
13316,10000,446539,19.77,48,Default,2025-03-07
13317,10000,115631,17.18,6,Closed,2025-11-17
13318,10000,427989,10.13,36,Closed,2025-11-11
13319,10000,739840,9.84,12,Default,2024-06-20
13320,10000,855666,19.75,6,Closed,2025-06-26
13321,10000,847359,19.92,36,Default,2024-07-26
13322,10000,338162,13.7,12,Acive,2024-05-31
13323,10000,709238,17.28,36,Acive,2025-07-21
13324,10000,503018,8.8,12,Acive,2026-03-27
13325,10000,424428,14.12,12,Acive,2025-01-07
13326,10000,779963,14.53,6,Closed,2025-11-16
13327,10000,223288,12.44,24,Default,2026-01-25
13328,10000,553936,14.78,24,Default,2025-12-17
13329,10000,303725,8.55,24,Default,2025-03-07
13330,10000,585792,19.17,12,Closed,2024-07-01
13331,10000,321937,11.02,6,Closed,2025-11-30
13332,10000,562422,20.62,24,Acive,2025-10-05
13333,10000,941032,9.44,6,Acive,2026-02-10
13334,10000,737581,11.7,36,Closed,2024-11-12
13335,10000,781720,11.93,6,Closed,2025-04-30
13336,10000,805513,18.47,36,Acive,2025-02-03
13337,10000,185576,14.53,6,Closed,2024-07-31
13338,10000,206530,15.63,36,Closed,2025-09-17
13339,10000,439396,8.96,48,Acive,2024-10-23
13340,10000,569090,15.02,36,Acive,2025-09-09
13341,10000,177853,22.44,24,Default,2024-09-25
13342,10000,84139,22.91,6,Acive,2024-11-17
13343,10000,313781,11.54,6,Acive,2025-08-20
13344,10000,301833,16.68,36,Default,2024-12-29
13345,10000,188304,15.6,12,Acive,2025-03-29
13346,10000,300301,20.85,24,Closed,2026-03-19
13347,10000,51733,22.49,24,Default,2025-04-17
13348,10000,449904,8.91,6,Default,2025-11-01
13349,10000,384728,23.83,6,Default,2026-03-26
13350,10000,638000,21.44,12,Closed,2025-06-28
13351,10000,557104,15.6,48,Closed,2024-10-12
13352,10000,790333,8.11,6,Default,2025-12-20
13353,10000,527588,10.98,24,Default,2025-10-19
13354,10000,635233,16.19,48,Acive,2025-02-05
13355,10000,264111,9.93,12,Acive,2025-07-22
13356,10000,588802,22.53,36,Acive,2025-11-22
13357,10000,388335,10.65,24,Default,2025-11-24
13358,10000,382516,12.32,48,Acive,2025-11-18
13359,10000,181190,23.66,12,Acive,2025-09-13
13360,10000,479766,21.78,24,Acive,2025-06-01
13361,10000,983972,23.11,36,Closed,2025-09-19
13362,10000,558469,21.77,12,Closed,2025-01-15
13363,10000,611408,19.45,6,Acive,2024-07-18
13364,10000,523805,21.95,6,Closed,2025-01-08
13365,10000,517982,15.5,48,Acive,2025-08-16
13366,10000,255270,10.94,24,Default,2024-10-19
13367,10000,993439,12.31,6,Closed,2025-01-21
13368,10000,996242,9.07,24,Default,2025-07-05
13369,10000,834303,8.37,12,Default,2026-03-07
13370,10000,415733,18.29,12,Closed,2025-02-25
13371,10000,69479,12.88,48,Default,2024-09-25
13372,10000,984151,9.95,48,Default,2024-08-30
13373,10000,614540,8.65,36,Default,2026-04-10
13374,10000,60385,13.29,48,Default,2026-04-04
13375,10000,741327,23.35,48,Acive,2024-09-30
13376,10000,515184,15.86,6,Acive,2024-11-23
13377,10000,493847,9.92,12,Default,2024-10-07
13378,10000,447689,10.54,24,Closed,2025-07-11
13379,10000,118573,15.08,6,Closed,2025-02-17
13380,10000,981850,9.88,48,Closed,2026-03-04
13381,10000,775045,18.6,48,Closed,2026-01-01
13382,10000,614482,21.63,48,Acive,2026-03-11
13383,10000,819563,18.12,6,Closed,2025-07-28
13384,10000,317386,9.22,24,Default,2025-12-18
13385,10000,141623,19.36,48,Default,2024-09-13
13386,10000,458425,21.27,48,Acive,2025-01-17
13387,10000,983401,20.64,6,Closed,2024-07-03
13388,10000,510483,16.32,48,Closed,2024-07-18
13389,10000,52318,19.52,24,Default,2026-04-27
13390,10000,394762,9.67,24,Default,2025-09-02
13391,10000,569569,22.76,24,Acive,2024-12-20
13392,10000,377150,15.78,48,Closed,2024-12-03
13393,10000,911951,19.23,36,Default,2024-09-13
13394,10000,940951,8.36,24,Closed,2025-02-12
13395,10000,270139,22.71,6,Acive,2024-05-19
13396,10000,74080,12.71,12,Default,2025-09-08
13397,10000,386394,9.38,36,Closed,2026-03-25
13398,10000,752368,18.61,6,Acive,2026-05-04
13399,10000,363200,15.86,36,Closed,2025-05-01
13400,10000,698695,19.79,12,Default,2026-03-05
13401,10000,736429,10.59,6,Acive,2025-01-05
13402,10000,904727,10.48,24,Default,2025-03-18
13403,10000,94172,16.27,24,Closed,2024-06-20
13404,10000,901765,15.47,12,Acive,2024-12-26
13405,10000,658952,18.79,36,Acive,2026-04-06
13406,10000,210479,13.25,6,Closed,2024-07-27
13407,10000,111526,10.61,24,Acive,2025-09-12
13408,10000,450863,15.01,36,Acive,2025-07-10
13409,10000,992689,23.21,6,Default,2024-09-20
13410,10000,197409,15.64,12,Acive,2024-11-28
13411,10000,373106,15.0,48,Closed,2025-12-20
13412,10000,824123,14.5,6,Acive,2024-07-10
13413,10000,698675,20.52,6,Acive,2025-03-30
13414,10000,489412,15.47,24,Closed,2026-01-23
13415,10000,987407,19.09,12,Closed,2024-05-17
13416,10000,259267,8.41,6,Acive,2025-08-07
13417,10000,668868,8.51,12,Acive,2025-07-23
13418,10000,883360,15.05,48,Acive,2025-06-04
13419,10000,221368,13.2,36,Acive,2026-02-20
13420,10000,658807,11.35,12,Closed,2025-08-31
13421,10000,587698,19.49,24,Acive,2025-11-29
13422,10000,601973,18.1,6,Acive,2024-05-18
13423,10000,806582,11.09,48,Acive,2024-05-25
13424,10000,769000,14.21,12,Acive,2024-09-23
13425,10000,445850,19.34,48,Closed,2025-10-01
13426,10000,292011,9.79,6,Closed,2025-12-28
13427,10000,118928,22.68,48,Default,2025-05-22
13428,10000,916970,14.7,6,Default,2025-03-07
13429,10000,445407,20.32,48,Closed,2025-10-30
13430,10000,709054,16.61,12,Acive,2025-06-15
13431,10000,839549,10.23,6,Closed,2024-07-17
13432,10000,55949,17.6,12,Default,2026-04-23
13433,10000,722385,16.35,24,Default,2025-03-31
13434,10000,195777,12.93,24,Acive,2024-08-21
13435,10000,537059,17.18,12,Closed,2024-07-20
13436,10000,801325,10.89,36,Default,2026-05-03
13437,10000,818446,23.7,24,Acive,2025-10-20
13438,10000,748674,10.56,36,Acive,2024-08-09
13439,10000,961703,11.64,6,Default,2024-11-04
13440,10000,239882,16.37,6,Acive,2026-03-09
13441,10000,307884,19.95,48,Acive,2026-03-08
13442,10000,272109,22.65,48,Closed,2024-05-26
13443,10000,819081,9.85,6,Default,2024-10-08
13444,10000,404037,8.11,36,Default,2026-01-10
13445,10000,175025,21.0,36,Closed,2025-02-21
13446,10000,77308,18.52,12,Closed,2024-08-07
13447,10000,473710,19.14,24,Acive,2024-08-06
13448,10000,867200,19.56,36,Closed,2024-12-24
13449,10000,683169,8.69,12,Default,2024-05-20
13450,10000,451311,19.22,12,Acive,2025-05-11
13451,10000,619683,17.09,12,Default,2026-03-25
13452,10000,91829,17.54,24,Default,2025-01-22
13453,10000,334610,17.11,12,Acive,2025-02-14
13454,10000,912068,9.99,24,Default,2025-09-06
13455,10000,807918,19.82,12,Closed,2025-07-10
13456,10000,941847,16.16,48,Closed,2026-02-25
13457,10000,407142,11.57,48,Closed,2025-08-03
13458,10000,279727,11.23,48,Default,2025-08-26
13459,10000,643914,21.92,48,Default,2024-11-26
13460,10000,55023,8.17,6,Closed,2025-08-06
13461,10000,441403,18.88,48,Default,2025-08-13
13462,10000,359019,11.12,48,Default,2025-07-06
13463,10000,550369,8.21,6,Default,2025-06-18
13464,10000,924410,12.39,36,Default,2026-03-25
13465,10000,633340,13.7,48,Acive,2025-09-22
13466,10000,977985,8.79,36,Default,2024-05-27
13467,10000,435850,8.62,24,Closed,2024-11-03
13468,10000,446386,23.52,48,Acive,2024-09-30
13469,10000,63439,16.62,6,Acive,2025-02-11
13470,10000,555319,15.1,48,Closed,2024-11-12
13471,10000,166141,14.27,36,Default,2024-12-14
13472,10000,119626,13.5,6,Acive,2025-05-26
13473,10000,747391,9.21,12,Closed,2025-10-01
13474,10000,961705,14.03,6,Closed,2026-03-27
13475,10000,251874,11.28,6,Closed,2025-03-16
13476,10000,828123,10.29,24,Default,2025-10-07
13477,10000,832134,17.86,48,Closed,2025-10-25
13478,10000,405410,13.83,48,Default,2024-05-09
13479,10000,417038,22.31,12,Closed,2025-02-25
13480,10000,735246,13.53,12,Closed,2025-10-18
13481,10000,149794,11.66,36,Closed,2026-01-26
13482,10000,879878,21.48,48,Default,2024-10-07
13483,10000,732550,23.79,24,Closed,2026-03-31
13484,10000,85420,8.99,36,Closed,2026-02-06
13485,10000,332436,17.18,48,Acive,2024-09-12
13486,10000,832469,21.34,36,Closed,2025-10-28
13487,10000,991988,17.39,12,Closed,2025-10-30
13488,10000,65418,10.86,6,Acive,2025-07-24
13489,10000,878480,11.5,24,Closed,2025-02-25
13490,10000,194023,20.29,24,Acive,2026-01-16
13491,10000,961593,18.45,12,Default,2025-01-25
13492,10000,655210,22.66,6,Acive,2025-11-12
13493,10000,995263,18.57,24,Closed,2025-12-12
13494,10000,843989,8.45,48,Acive,2026-03-13
13495,10000,924377,9.48,24,Closed,2025-09-18
13496,10000,497323,20.36,6,Default,2024-07-05
13497,10000,841067,15.79,48,Acive,2024-11-22
13498,10000,912775,9.33,12,Closed,2026-04-15
13499,10000,102536,12.06,24,Acive,2025-08-16
13500,10000,391981,15.53,6,Closed,2024-06-03
13501,10000,286112,23.58,48,Default,2025-10-08
13502,10000,212119,17.52,48,Closed,2025-04-27
13503,10000,207735,19.22,6,Closed,2025-03-24
13504,10000,130055,8.64,6,Default,2024-11-27
13505,10000,989027,16.12,48,Closed,2024-07-04
13506,10000,795511,10.82,6,Default,2024-08-11
13507,10000,437234,19.21,36,Closed,2025-02-25
13508,10000,187975,13.01,12,Acive,2025-03-13
13509,10000,890485,12.21,24,Closed,2026-03-24
13510,10000,168347,11.06,24,Closed,2024-10-17
13511,10000,682376,22.92,36,Closed,2025-06-27
13512,10000,411665,18.53,48,Default,2026-04-21
13513,10000,51446,11.21,24,Closed,2024-08-02
13514,10000,385231,21.11,24,Acive,2025-01-05
13515,10000,686681,15.59,36,Default,2025-10-17
13516,10000,719716,11.99,36,Closed,2025-02-22
13517,10000,499911,16.45,12,Default,2025-02-10
13518,10000,388412,10.96,6,Acive,2024-07-13
13519,10000,651793,19.49,36,Acive,2026-05-09
13520,10000,749179,18.26,12,Acive,2024-05-22
13521,10000,995329,10.05,24,Default,2026-02-05
13522,10000,115231,8.15,6,Default,2026-01-26
13523,10000,275080,10.45,12,Acive,2025-05-08
13524,10000,705390,8.66,12,Default,2025-08-05
13525,10000,318946,10.79,36,Acive,2024-09-16
13526,10000,502751,18.92,48,Acive,2025-07-15
13527,10000,593567,11.06,6,Closed,2025-05-04
13528,10000,525301,12.45,48,Acive,2024-08-31
13529,10000,560427,21.87,36,Closed,2025-02-27
13530,10000,310591,12.95,24,Acive,2025-11-30
13531,10000,527417,17.69,24,Default,2024-06-15
13532,10000,985317,22.91,24,Closed,2025-11-16
13533,10000,290978,9.6,36,Acive,2024-05-25
13534,10000,120719,13.09,12,Default,2026-03-27
13535,10000,136143,19.34,24,Closed,2025-09-11
13536,10000,806807,15.17,36,Acive,2025-11-01
13537,10000,640001,23.11,6,Closed,2026-01-16
13538,10000,965359,19.97,24,Closed,2025-08-10
13539,10000,907893,13.1,48,Default,2024-11-08
13540,10000,247658,12.86,24,Default,2026-01-20
13541,10000,999128,22.92,12,Closed,2026-04-29
13542,10000,542927,11.7,6,Default,2025-04-27
13543,10000,158793,12.65,24,Default,2024-07-18
13544,10000,114783,22.31,24,Acive,2025-03-21
13545,10000,852828,13.9,6,Default,2024-05-20
13546,10000,881299,12.08,12,Acive,2026-04-04
13547,10000,335384,14.72,36,Default,2026-04-18
13548,10000,154840,9.04,48,Default,2025-04-24
13549,10000,894577,18.47,24,Acive,2025-02-05
13550,10000,383317,9.15,12,Default,2026-05-07
13551,10000,875257,23.98,36,Default,2024-11-06
13552,10000,921489,23.65,12,Acive,2025-09-04
13553,10000,348904,21.19,36,Acive,2025-04-04
13554,10000,893517,17.86,12,Closed,2024-06-24
13555,10000,947469,16.68,48,Default,2025-08-26
13556,10000,657729,21.12,12,Default,2025-11-11
13557,10000,807124,12.78,6,Default,2026-03-12
13558,10000,980662,18.07,12,Acive,2025-04-12
13559,10000,382762,12.99,6,Closed,2025-01-08
13560,10000,290555,16.9,36,Default,2025-06-11
13561,10000,765760,23.76,24,Acive,2024-10-28
13562,10000,288170,12.72,48,Default,2025-05-04
13563,10000,462508,11.7,24,Default,2025-08-18
13564,10000,904153,12.08,24,Acive,2024-12-12
13565,10000,775094,10.08,12,Default,2025-09-05
13566,10000,691036,14.22,12,Default,2025-08-24
13567,10000,570173,12.48,36,Acive,2025-11-27
13568,10000,613003,18.43,24,Acive,2025-03-18
13569,10000,951439,10.94,36,Closed,2025-11-09
13570,10000,941191,18.69,48,Closed,2025-08-29
13571,10000,517198,15.84,36,Acive,2025-12-05
13572,10000,534707,18.54,12,Closed,2025-11-09
13573,10000,792199,11.15,24,Default,2025-07-03
13574,10000,107946,12.32,6,Closed,2025-11-25
13575,10000,306304,14.37,48,Closed,2024-11-06
13576,10000,438561,20.55,36,Acive,2025-07-04
13577,10000,511034,14.55,36,Default,2025-06-14
13578,10000,843023,9.88,48,Default,2026-03-30
13579,10000,182814,23.58,36,Acive,2026-03-17
13580,10000,257337,10.37,36,Closed,2026-01-05
13581,10000,287475,23.85,48,Acive,2025-05-05
13582,10000,819936,19.52,12,Default,2024-12-30
13583,10000,550576,21.86,6,Closed,2026-01-13
13584,10000,726256,12.09,6,Default,2025-07-28
13585,10000,635722,16.19,48,Closed,2025-05-19
13586,10000,499896,14.49,36,Acive,2025-07-17
13587,10000,399781,8.76,12,Closed,2024-10-12
13588,10000,288552,10.16,36,Closed,2024-11-24
13589,10000,116205,13.68,24,Default,2026-03-02
13590,10000,862342,14.96,24,Closed,2026-04-18
13591,10000,695674,11.47,48,Acive,2024-08-22
13592,10000,624588,18.82,6,Acive,2025-04-08
13593,10000,533052,16.63,24,Closed,2025-05-27
13594,10000,463346,22.85,6,Closed,2025-08-15
13595,10000,516164,16.52,36,Closed,2025-09-30
13596,10000,941938,20.29,48,Closed,2025-07-10
13597,10000,653814,12.71,36,Closed,2024-10-10
13598,10000,752786,15.63,48,Closed,2024-07-02
13599,10000,681913,21.17,48,Acive,2025-04-08
13600,10000,328106,20.15,24,Closed,2025-01-15
13601,10000,884975,11.79,6,Default,2024-12-24
13602,10000,777152,17.26,12,Default,2025-12-08
13603,10000,349630,19.52,24,Default,2024-12-07
13604,10000,535430,8.57,48,Acive,2024-07-17
13605,10000,990440,10.31,36,Closed,2025-06-06
13606,10000,343617,18.38,36,Default,2025-06-03
13607,10000,543883,20.77,24,Closed,2024-06-19
13608,10000,417075,20.1,6,Default,2024-06-20
13609,10000,573608,19.5,48,Closed,2024-06-27
13610,10000,767686,12.63,6,Closed,2024-05-20
13611,10000,737183,20.4,6,Closed,2026-01-15
13612,10000,646034,17.5,36,Default,2025-06-09
13613,10000,990470,8.96,6,Closed,2026-04-14
13614,10000,90384,19.4,6,Acive,2024-12-10
13615,10000,910799,17.09,48,Default,2025-04-01
13616,10000,488676,19.87,12,Default,2024-09-12
13617,10000,492203,19.18,12,Acive,2025-02-13
13618,10000,450363,17.8,12,Closed,2025-09-12
13619,10000,157734,22.34,48,Closed,2024-12-27
13620,10000,737685,17.58,24,Acive,2025-06-28
13621,10000,963019,18.53,12,Default,2025-05-14
13622,10000,109727,20.92,36,Acive,2025-06-13
13623,10000,59165,11.25,48,Acive,2025-10-12
13624,10000,488903,17.21,12,Acive,2025-02-11
13625,10000,299168,22.42,12,Acive,2025-02-07
13626,10000,460576,20.38,12,Default,2025-08-14
13627,10000,611044,10.93,6,Default,2025-03-05
13628,10000,764498,12.22,36,Closed,2025-02-08
13629,10000,63528,23.94,48,Acive,2024-12-23
13630,10000,364930,17.81,12,Acive,2025-10-18
13631,10000,147135,9.6,12,Default,2026-02-20
13632,10000,611549,16.1,48,Acive,2025-08-27
13633,10000,556412,19.02,48,Acive,2025-04-15
13634,10000,842269,12.37,12,Default,2025-09-17
13635,10000,809948,19.44,24,Acive,2025-08-16
13636,10000,714070,23.06,6,Acive,2025-01-24
13637,10000,708085,18.91,6,Closed,2025-01-11
13638,10000,503687,19.1,48,Closed,2024-06-28
